year,GMSL,error
1948.2083  ,   6.65   ,  8.86
1948.2917  ,   5.82   ,  8.86
1948.3750  ,   9.05   ,  8.63
1948.4583  ,  10.25   ,  8.62
1948.5417  ,  12.61   ,  8.62
1948.6250  ,  11.31   ,  8.60
1948.7083  ,  12.58   ,  8.48
1948.7917  ,  11.33   ,  8.11
1948.8750  ,  11.29   ,  8.11
1948.9583  ,  11.92   ,  8.11
1949.0417  ,  13.30   ,  7.89
1949.1250  ,  15.24   ,  7.89
1949.2083  ,  12.59   ,  7.89
1949.2917  ,  10.72   ,  8.02
1949.3750  ,   8.65   ,  8.02
1949.4583  ,   6.02   ,  7.74
1949.5417  ,   4.58   ,  7.74
1949.6250  ,   5.34   ,  7.71
1949.7083  ,   5.26   ,  7.71
1949.7917  ,   9.89   ,  7.68
1949.8750  ,  11.66   ,  7.68
1949.9583  ,  12.14   ,  7.68
1950.0417  ,   9.43   ,  7.59
1950.1250  ,   8.12   ,  7.58
1950.2083  ,   9.14   ,  7.58
1950.2917  ,  13.24   ,  7.58
1950.3750  ,  15.82   ,  7.58
1950.4583  ,  16.03   ,  7.56
1950.5417  ,  15.43   ,  7.54
1950.6250  ,  14.42   ,  7.54
1950.7083  ,  16.65   ,  7.54
1950.7917  ,  17.81   ,  7.54
1950.8750  ,  18.74   ,  7.57
1950.9583  ,  19.44   ,  7.51
1951.0417  ,  18.14   ,  7.35
1951.1250  ,  23.83   ,  7.35
1951.2083  ,  29.74   ,  7.36
1951.2917  ,  31.94   ,  7.36
1951.3750  ,  33.37   ,  7.30
1951.4583  ,  29.68   ,  7.27
1951.5417  ,  26.65   ,  7.28
1951.6250  ,  23.45   ,  7.28
1951.7083  ,  23.83   ,  7.28
1951.7917  ,  22.17   ,  7.27
1951.8750  ,  20.85   ,  7.27
1951.9583  ,  18.08   ,  7.32
1952.0417  ,  17.26   ,  7.25
1952.1250  ,  17.88   ,  7.25
1952.2083  ,  16.84   ,  7.25
1952.2917  ,  17.47   ,  7.31
1952.3750  ,  18.40   ,  7.29
1952.4583  ,  21.52   ,  7.31
1952.5417  ,  21.24   ,  7.29
1952.6250  ,  23.09   ,  7.19
1952.7083  ,  25.71   ,  7.18
1952.7917  ,  26.98   ,  7.15
1952.8750  ,  29.81   ,  7.13
1952.9583  ,  29.39   ,  7.18
1953.0417  ,  27.36   ,  7.05
1953.1250  ,  24.51   ,  7.03
1953.2083  ,  21.68   ,  7.03
1953.2917  ,  24.58   ,  7.03
1953.3750  ,  27.00   ,  7.03
1953.4583  ,  29.77   ,  7.00
1953.5417  ,  26.92   ,  7.01
1953.6250  ,  24.64   ,  7.01
1953.7083  ,  23.76   ,  7.03
1953.7917  ,  21.79   ,  7.03
1953.8750  ,  22.17   ,  7.03
1953.9583  ,  21.22   ,  7.02
1954.0417  ,  24.22   ,  6.94
1954.1250  ,  25.41   ,  6.94
1954.2083  ,  25.28   ,  6.94
1954.2917  ,  22.49   ,  6.90
1954.3750  ,  22.26   ,  6.90
1954.4583  ,  19.50   ,  6.90
1954.5417  ,  16.29   ,  6.90
1954.6250  ,  15.94   ,  6.90
1954.7083  ,  19.10   ,  6.90
1954.7917  ,  25.29   ,  6.90
1954.8750  ,  29.52   ,  6.88
1954.9583  ,  30.35   ,  6.89
1955.0417  ,  31.15   ,  6.74
1955.1250  ,  31.32   ,  6.75
1955.2083  ,  29.75   ,  6.75
1955.2917  ,  27.07   ,  6.75
1955.3750  ,  24.59   ,  6.76
1955.4583  ,  22.12   ,  6.74
1955.5417  ,  19.35   ,  6.72
1955.6250  ,  20.96   ,  6.72
1955.7083  ,  21.54   ,  6.71
1955.7917  ,  26.93   ,  6.71
1955.8750  ,  29.48   ,  6.71
1955.9583  ,  29.34   ,  6.71
1956.0417  ,  27.52   ,  6.72
1956.1250  ,  22.16   ,  6.72
1956.2083  ,  21.51   ,  6.72
1956.2917  ,  24.64   ,  6.72
1956.3750  ,  25.42   ,  6.70
1956.4583  ,  23.91   ,  6.70
1956.5417  ,  18.24   ,  6.70
1956.6250  ,  16.13   ,  6.70
1956.7083  ,  16.07   ,  6.70
1956.7917  ,  17.26   ,  6.70
1956.8750  ,  18.58   ,  6.73
1956.9583  ,  19.90   ,  6.93
1957.0417  ,  24.91   ,  6.79
1957.1250  ,  32.23   ,  6.76
1957.2083  ,  36.35   ,  6.74
1957.2917  ,  36.69   ,  6.74
1957.3750  ,  38.50   ,  6.74
1957.4583  ,  39.52   ,  6.71
1957.5417  ,  39.86   ,  6.39
1957.6250  ,  37.50   ,  6.40
1957.7083  ,  36.28   ,  6.40
1957.7917  ,  34.04   ,  6.39
1957.8750  ,  34.59   ,  6.39
1957.9583  ,  35.28   ,  6.40
1958.0417  ,  38.45   ,  6.26
1958.1250  ,  38.76   ,  6.26
1958.2083  ,  39.83   ,  6.25
1958.2917  ,  36.75   ,  6.25
1958.3750  ,  38.11   ,  6.25
1958.4583  ,  36.83   ,  6.25
1958.5417  ,  36.89   ,  6.24
1958.6250  ,  36.86   ,  6.22
1958.7083  ,  38.24   ,  6.23
1958.7917  ,  40.90   ,  6.23
1958.8750  ,  41.33   ,  6.23
1958.9583  ,  40.79   ,  6.23
1959.0417  ,  38.36   ,  6.19
1959.1250  ,  35.28   ,  6.19
1959.2083  ,  33.70   ,  6.20
1959.2917  ,  36.23   ,  6.20
1959.3750  ,  36.49   ,  6.20
1959.4583  ,  38.68   ,  6.20
1959.5417  ,  37.72   ,  6.20
1959.6250  ,  39.45   ,  6.20
1959.7083  ,  38.28   ,  6.20
1959.7917  ,  40.60   ,  6.21
1959.8750  ,  36.36   ,  6.23
1959.9583  ,  36.68   ,  6.27
1960.0417  ,  36.19   ,  6.19
1960.1250  ,  39.55   ,  6.18
1960.2083  ,  39.55   ,  6.18
1960.2917  ,  41.22   ,  6.23
1960.3750  ,  42.34   ,  6.21
1960.4583  ,  41.86   ,  6.21
1960.5417  ,  40.12   ,  6.21
1960.6250  ,  38.28   ,  6.17
1960.7083  ,  36.68   ,  6.14
1960.7917  ,  35.45   ,  6.08
1960.8750  ,  35.29   ,  6.08
1960.9583  ,  38.33   ,  6.08
1961.0417  ,  42.79   ,  6.06
1961.1250  ,  48.75   ,  6.06
1961.2083  ,  50.14   ,  6.03
1961.2917  ,  48.76   ,  6.04
1961.3750  ,  45.84   ,  6.04
1961.4583  ,  44.30   ,  6.03
1961.5417  ,  43.59   ,  6.03
1961.6250  ,  42.61   ,  6.03
1961.7083  ,  40.15   ,  6.03
1961.7917  ,  37.46   ,  6.01
1961.8750  ,  34.93   ,  6.01
1961.9583  ,  36.68   ,  6.03
1962.0417  ,  37.62   ,  6.00
1962.1250  ,  39.44   ,  6.00
1962.2083  ,  37.80   ,  6.00
1962.2917  ,  37.56   ,  5.99
1962.3750  ,  37.70   ,  6.03
1962.4583  ,  38.34   ,  6.03
1962.5417  ,  36.45   ,  6.03
1962.6250  ,  37.46   ,  6.03
1962.7083  ,  38.88   ,  6.05
1962.7917  ,  43.04   ,  6.05
1962.8750  ,  43.79   ,  6.05
1962.9583  ,  43.67   ,  6.09
1963.0417  ,  44.47   ,  6.04
1963.1250  ,  43.61   ,  6.04
1963.2083  ,  42.62   ,  6.04
1963.2917  ,  40.97   ,  6.04
1963.3750  ,  40.08   ,  6.04
1963.4583  ,  39.43   ,  6.04
1963.5417  ,  37.73   ,  6.04
1963.6250  ,  36.55   ,  6.08
1963.7083  ,  38.10   ,  6.08
1963.7917  ,  38.12   ,  6.08
1963.8750  ,  39.53   ,  6.08
1963.9583  ,  33.99   ,  6.15
1964.0417  ,  28.30   ,  6.08
1964.1250  ,  23.92   ,  6.08
1964.2083  ,  23.25   ,  6.07
1964.2917  ,  24.85   ,  6.06
1964.3750  ,  31.42   ,  6.06
1964.4583  ,  37.21   ,  6.08
1964.5417  ,  40.71   ,  6.07
1964.6250  ,  40.91   ,  6.10
1964.7083  ,  39.37   ,  6.09
1964.7917  ,  37.37   ,  6.09
1964.8750  ,  38.85   ,  6.10
1964.9583  ,  41.14   ,  6.22
1965.0417  ,  44.56   ,  6.18
1965.1250  ,  47.40   ,  6.18
1965.2083  ,  45.30   ,  6.18
1965.2917  ,  42.27   ,  6.15
1965.3750  ,  39.65   ,  6.12
1965.4583  ,  41.08   ,  6.10
1965.5417  ,  43.43   ,  6.01
1965.6250  ,  45.53   ,  6.00
1965.7083  ,  48.75   ,  5.97
1965.7917  ,  48.12   ,  5.97
1965.8750  ,  48.80   ,  5.97
1965.9583  ,  47.05   ,  6.05
1966.0417  ,  45.99   ,  5.97
1966.1250  ,  43.14   ,  5.95
1966.2083  ,  41.74   ,  5.93
1966.2917  ,  39.39   ,  5.95
1966.3750  ,  39.00   ,  5.98
1966.4583  ,  37.25   ,  5.96
1966.5417  ,  38.51   ,  5.93
1966.6250  ,  37.26   ,  5.90
1966.7083  ,  37.31   ,  5.94
1966.7917  ,  35.54   ,  5.94
1966.8750  ,  33.50   ,  5.91
1966.9583  ,  35.40   ,  5.92
1967.0417  ,  34.37   ,  5.91
1967.1250  ,  34.18   ,  5.90
1967.2083  ,  32.09   ,  5.87
1967.2917  ,  34.09   ,  5.87
1967.3750  ,  35.44   ,  5.86
1967.4583  ,  39.36   ,  5.90
1967.5417  ,  38.78   ,  5.87
1967.6250  ,  39.81   ,  5.87
1967.7083  ,  40.00   ,  5.84
1967.7917  ,  41.34   ,  5.84
1967.8750  ,  42.89   ,  5.84
1967.9583  ,  44.60   ,  5.98
1968.0417  ,  45.51   ,  5.98
1968.1250  ,  42.25   ,  5.98
1968.2083  ,  35.10   ,  5.98
1968.2917  ,  29.86   ,  6.03
1968.3750  ,  27.85   ,  6.07
1968.4583  ,  30.00   ,  6.07
1968.5417  ,  34.11   ,  6.07
1968.6250  ,  40.79   ,  6.03
1968.7083  ,  43.88   ,  6.00
1968.7917  ,  47.09   ,  5.96
1968.8750  ,  47.51   ,  5.96
1968.9583  ,  47.13   ,  6.16
1969.0417  ,  49.53   ,  6.14
1969.1250  ,  48.99   ,  6.18
1969.2083  ,  50.49   ,  6.20
1969.2917  ,  49.46   ,  6.20
1969.3750  ,  47.91   ,  6.20
1969.4583  ,  46.89   ,  6.17
1969.5417  ,  44.38   ,  6.13
1969.6250  ,  46.57   ,  6.13
1969.7083  ,  48.23   ,  6.12
1969.7917  ,  50.35   ,  6.07
1969.8750  ,  50.64   ,  6.07
1969.9583  ,  49.59   ,  6.24
1970.0417  ,  50.78   ,  6.22
1970.1250  ,  50.39   ,  6.16
1970.2083  ,  48.00   ,  6.16
1970.2917  ,  43.24   ,  6.10
1970.3750  ,  42.26   ,  6.11
1970.4583  ,  42.01   ,  6.11
1970.5417  ,  41.14   ,  6.13
1970.6250  ,  42.67   ,  6.13
1970.7083  ,  44.23   ,  6.13
1970.7917  ,  49.28   ,  6.13
1970.8750  ,  51.06   ,  6.13
1970.9583  ,  52.26   ,  6.13
1971.0417  ,  53.40   ,  6.08
1971.1250  ,  55.30   ,  6.06
1971.2083  ,  55.81   ,  6.06
1971.2917  ,  56.14   ,  6.04
1971.3750  ,  54.12   ,  6.04
1971.4583  ,  53.31   ,  6.04
1971.5417  ,  52.25   ,  6.04
1971.6250  ,  53.72   ,  6.04
1971.7083  ,  56.09   ,  6.04
1971.7917  ,  56.81   ,  6.04
1971.8750  ,  54.34   ,  6.04
1971.9583  ,  51.46   ,  6.07
1972.0417  ,  52.33   ,  6.05
1972.1250  ,  55.57   ,  6.05
1972.2083  ,  58.38   ,  6.30
1972.2917  ,  58.35   ,  6.30
1972.3750  ,  60.00   ,  6.10
1972.4583  ,  62.91   ,  6.09
1972.5417  ,  64.87   ,  6.06
1972.6250  ,  61.61   ,  6.06
1972.7083  ,  59.59   ,  6.08
1972.7917  ,  56.92   ,  6.04
1972.8750  ,  58.46   ,  6.04
1972.9583  ,  57.77   ,  6.08
1973.0417  ,  54.47   ,  5.98
1973.1250  ,  54.22   ,  5.99
1973.2083  ,  53.68   ,  5.97
1973.2917  ,  57.11   ,  6.01
1973.3750  ,  56.45   ,  5.99
1973.4583  ,  58.56   ,  5.99
1973.5417  ,  56.95   ,  6.00
1973.6250  ,  57.71   ,  5.99
1973.7083  ,  57.68   ,  5.99
1973.7917  ,  60.18   ,  5.99
1973.8750  ,  65.91   ,  5.94
1973.9583  ,  69.18   ,  5.95
1974.0417  ,  72.19   ,  5.94
1974.1250  ,  70.92   ,  5.88
1974.2083  ,  69.21   ,  5.87
1974.2917  ,  69.77   ,  5.89
1974.3750  ,  70.14   ,  5.89
1974.4583  ,  69.83   ,  5.89
1974.5417  ,  67.08   ,  5.87
1974.6250  ,  64.10   ,  5.87
1974.7083  ,  62.68   ,  5.88
1974.7917  ,  60.81   ,  5.88
1974.8750  ,  61.67   ,  5.88
1974.9583  ,  61.57   ,  5.98
1975.0417  ,  63.83   ,  5.96
1975.1250  ,  66.04   ,  5.96
1975.2083  ,  68.15   ,  5.94
1975.2917  ,  67.34   ,  5.90
1975.3750  ,  65.80   ,  5.86
1975.4583  ,  64.31   ,  5.81
1975.5417  ,  63.04   ,  5.76
1975.6250  ,  63.96   ,  5.77
1975.7083  ,  65.29   ,  5.79
1975.7917  ,  66.67   ,  5.85
1975.8750  ,  67.06   ,  5.85
1975.9583  ,  65.00   ,  5.85
1976.0417  ,  63.85   ,  5.81
1976.1250  ,  62.16   ,  5.83
1976.2083  ,  62.06   ,  5.82
1976.2917  ,  62.90   ,  5.82
1976.3750  ,  61.37   ,  5.84
1976.4583  ,  63.28   ,  5.84
1976.5417  ,  61.42   ,  5.86
1976.6250  ,  60.86   ,  5.86
1976.7083  ,  62.10   ,  5.84
1976.7917  ,  63.45   ,  5.82
1976.8750  ,  65.87   ,  5.82
1976.9583  ,  65.61   ,  5.77
1977.0417  ,  62.44   ,  5.76
1977.1250  ,  59.13   ,  5.77
1977.2083  ,  56.91   ,  5.79
1977.2917  ,  55.47   ,  5.80
1977.3750  ,  55.68   ,  5.77
1977.4583  ,  55.23   ,  5.76
1977.5417  ,  55.18   ,  5.73
1977.6250  ,  56.11   ,  5.75
1977.7083  ,  58.26   ,  5.70
1977.7917  ,  60.12   ,  5.70
1977.8750  ,  62.39   ,  5.71
1977.9583  ,  66.32   ,  5.73
1978.0417  ,  68.75   ,  5.72
1978.1250  ,  71.69   ,  5.79
1978.2083  ,  68.96   ,  5.79
1978.2917  ,  67.59   ,  5.79
1978.3750  ,  64.34   ,  5.79
1978.4583  ,  62.74   ,  5.73
1978.5417  ,  61.26   ,  5.80
1978.6250  ,  62.03   ,  5.80
1978.7083  ,  61.34   ,  5.80
1978.7917  ,  62.11   ,  5.79
1978.8750  ,  58.22   ,  5.70
1978.9583  ,  58.37   ,  5.73
1979.0417  ,  57.28   ,  5.72
1979.1250  ,  59.34   ,  5.72
1979.2083  ,  59.72   ,  5.76
1979.2917  ,  58.70   ,  5.81
1979.3750  ,  58.53   ,  5.81
1979.4583  ,  59.09   ,  5.84
1979.5417  ,  61.41   ,  5.85
1979.6250  ,  65.85   ,  5.75
1979.7083  ,  68.05   ,  5.75
1979.7917  ,  70.21   ,  5.75
1979.8750  ,  69.16   ,  5.67
1979.9583  ,  71.81   ,  5.67
1980.0417  ,  71.70   ,  5.62
1980.1250  ,  71.80   ,  5.64
1980.2083  ,  68.40   ,  5.64
1980.2917  ,  68.52   ,  5.64
1980.3750  ,  68.05   ,  5.66
1980.4583  ,  68.25   ,  5.63
1980.5417  ,  66.58   ,  5.68
1980.6250  ,  64.31   ,  5.69
1980.7083  ,  65.12   ,  5.67
1980.7917  ,  65.24   ,  5.76
1980.8750  ,  69.93   ,  5.79
1980.9583  ,  73.87   ,  5.83
1981.0417  ,  75.82   ,  5.84
1981.1250  ,  75.94   ,  5.85
1981.2083  ,  76.42   ,  5.84
1981.2917  ,  77.36   ,  5.84
1981.3750  ,  78.21   ,  5.81
1981.4583  ,  80.21   ,  5.80
1981.5417  ,  79.02   ,  5.78
1981.6250  ,  81.74   ,  5.85
1981.7083  ,  80.82   ,  5.85
1981.7917  ,  83.27   ,  5.87
1981.8750  ,  81.83   ,  5.84
1981.9583  ,  79.40   ,  5.87
1982.0417  ,  74.51   ,  5.81
1982.1250  ,  73.46   ,  5.80
1982.2083  ,  73.34   ,  5.78
1982.2917  ,  72.75   ,  5.78
1982.3750  ,  73.03   ,  5.78
1982.4583  ,  70.18   ,  5.76
1982.5417  ,  68.38   ,  5.74
1982.6250  ,  68.27   ,  5.75
1982.7083  ,  72.06   ,  5.79
1982.7917  ,  75.79   ,  5.71
1982.8750  ,  76.19   ,  5.71
1982.9583  ,  75.46   ,  5.74
1983.0417  ,  76.08   ,  5.71
1983.1250  ,  75.68   ,  5.68
1983.2083  ,  77.97   ,  5.68
1983.2917  ,  81.68   ,  5.68
1983.3750  ,  84.62   ,  5.68
1983.4583  ,  84.14   ,  5.66
1983.5417  ,  82.00   ,  5.65
1983.6250  ,  76.47   ,  5.65
1983.7083  ,  76.48   ,  5.65
1983.7917  ,  74.16   ,  5.71
1983.8750  ,  76.31   ,  5.71
1983.9583  ,  74.19   ,  5.71
1984.0417  ,  73.57   ,  5.66
1984.1250  ,  74.11   ,  5.66
1984.2083  ,  76.58   ,  5.57
1984.2917  ,  77.95   ,  5.53
1984.3750  ,  79.51   ,  5.55
1984.4583  ,  81.74   ,  5.55
1984.5417  ,  81.30   ,  5.55
1984.6250  ,  83.28   ,  5.56
1984.7083  ,  80.12   ,  5.58
1984.7917  ,  78.27   ,  5.58
1984.8750  ,  73.28   ,  5.60
1984.9583  ,  72.05   ,  5.60
1985.0417  ,  67.08   ,  5.54
1985.1250  ,  68.88   ,  5.54
1985.2083  ,  65.95   ,  5.52
1985.2917  ,  67.72   ,  5.52
1985.3750  ,  67.91   ,  5.55
1985.4583  ,  70.00   ,  5.55
1985.5417  ,  69.44   ,  5.53
1985.6250  ,  67.84   ,  5.53
1985.7083  ,  67.05   ,  5.52
1985.7917  ,  67.52   ,  5.50
1985.8750  ,  67.90   ,  5.49
1985.9583  ,  68.65   ,  5.52
1986.0417  ,  69.70   ,  5.50
1986.1250  ,  70.80   ,  5.51
1986.2083  ,  68.39   ,  5.49
1986.2917  ,  66.35   ,  5.51
1986.3750  ,  64.39   ,  5.51
1986.4583  ,  65.20   ,  5.53
1986.5417  ,  66.49   ,  5.56
1986.6250  ,  68.42   ,  5.55
1986.7083  ,  67.64   ,  5.55
1986.7917  ,  66.25   ,  5.55
1986.8750  ,  65.41   ,  5.52
1986.9583  ,  66.57   ,  5.54
1987.0417  ,  69.95   ,  5.57
1987.1250  ,  74.55   ,  5.59
1987.2083  ,  74.46   ,  5.62
1987.2917  ,  72.47   ,  5.63
1987.3750  ,  74.25   ,  5.59
1987.4583  ,  75.99   ,  5.55
1987.5417  ,  77.73   ,  5.59
1987.6250  ,  72.40   ,  5.59
1987.7083  ,  69.85   ,  5.58
1987.7917  ,  67.31   ,  5.60
1987.8750  ,  70.50   ,  5.61
1987.9583  ,  73.04   ,  5.60
1988.0417  ,  71.53   ,  5.60
1988.1250  ,  73.36   ,  5.59
1988.2083  ,  71.43   ,  5.58
1988.2917  ,  75.09   ,  5.61
1988.3750  ,  75.25   ,  5.62
1988.4583  ,  76.49   ,  5.57
1988.5417  ,  74.37   ,  5.59
1988.6250  ,  74.54   ,  5.59
1988.7083  ,  75.26   ,  5.60
1988.7917  ,  76.14   ,  5.60
1988.8750  ,  74.51   ,  5.60
1988.9583  ,  69.58   ,  5.56
1989.0417  ,  68.58   ,  5.60
1989.1250  ,  69.56   ,  5.60
1989.2083  ,  74.01   ,  5.57
1989.2917  ,  75.42   ,  5.57
1989.3750  ,  76.12   ,  5.56
1989.4583  ,  75.35   ,  5.56
1989.5417  ,  76.07   ,  5.58
1989.6250  ,  76.68   ,  5.58
1989.7083  ,  77.63   ,  5.58
1989.7917  ,  76.15   ,  5.56
1989.8750  ,  77.40   ,  5.55
1989.9583  ,  75.72   ,  5.57
1990.0417  ,  76.60   ,  5.56
1990.1250  ,  75.38   ,  5.57
1990.2083  ,  76.21   ,  5.59
1990.2917  ,  78.10   ,  5.59
1990.3750  ,  78.44   ,  5.67
1990.4583  ,  81.99   ,  5.65
1990.5417  ,  81.55   ,  5.65
1990.6250  ,  84.61   ,  5.67
1990.7083  ,  84.61   ,  5.67
1990.7917  ,  85.20   ,  5.68
1990.8750  ,  86.75   ,  5.68
1990.9583  ,  85.48   ,  5.71
1991.0417  ,  88.88   ,  5.71
1991.1250  ,  90.28   ,  5.71
1991.2083  ,  91.39   ,  5.75
1991.2917  ,  88.90   ,  5.75
1991.3750  ,  89.00   ,  5.69
1991.4583  ,  90.19   ,  5.69
1991.5417  ,  92.41   ,  5.69
1991.6250  ,  93.95   ,  5.63
1991.7083  ,  93.69   ,  5.63
1991.7917  ,  93.20   ,  5.63
1991.8750  ,  91.61   ,  5.65
1991.9583  ,  90.52   ,  5.75
1992.0417  ,  93.77   ,  5.74
1992.1250  ,  96.66   ,  5.74
1992.2083  ,  96.97   ,  5.74
1992.2917  ,  95.84   ,  5.76
1992.3750  ,  93.06   ,  5.76
1992.4583  ,  93.10   ,  5.75
1992.5417  ,  91.07   ,  5.75
1992.6250  ,  91.09   ,  5.72
1992.7083  ,  92.19   ,  5.72
1992.7917  ,  95.45   ,  5.72
1992.8750  ,  93.98   ,  5.71
1992.9583  ,  91.82   ,  5.71
1993.0417  ,  89.60   ,  5.69
1993.1250  ,  90.81   ,  5.67
1993.2083  ,  92.32   ,  5.67
1993.2917  ,  94.60   ,  5.67
1993.3750  ,  94.65   ,  5.64
1993.4583  ,  91.70   ,  5.63
1993.5417  ,  88.21   ,  5.61
1993.6250  ,  85.03   ,  5.61
1993.7083  ,  81.27   ,  5.58
1993.7917  ,  83.05   ,  5.58
1993.8750  ,  82.28   ,  5.58
1993.9583  ,  87.56   ,  5.61
1994.0417  ,  91.19   ,  5.61
1994.1250  ,  91.25   ,  5.61
1994.2083  ,  91.40   ,  5.61
1994.2917  ,  88.97   ,  5.63
1994.3750  ,  90.72   ,  5.66
1994.4583  ,  89.62   ,  5.63
1994.5417  ,  92.63   ,  5.63
1994.6250  ,  92.20   ,  5.63
1994.7083  ,  93.35   ,  5.63
1994.7917  ,  93.62   ,  5.63
1994.8750  ,  91.57   ,  5.61
1994.9583  ,  92.89   ,  5.65
1995.0417  ,  93.84   ,  5.63
1995.1250  ,  95.50   ,  5.66
1995.2083  ,  97.10   ,  5.65
1995.2917  ,  96.40   ,  5.65
1995.3750  ,  96.43   ,  5.68
1995.4583  ,  97.04   ,  5.68
1995.5417  , 100.10   ,  5.61
1995.6250  ,  99.69   ,  5.61
1995.7083  ,  99.92   ,  5.61
1995.7917  ,  99.41   ,  5.57
1995.8750  , 100.26   ,  5.58
1995.9583  , 103.49   ,  5.62
1996.0417  , 102.82   ,  5.66
1996.1250  , 103.79   ,  5.68
1996.2083  ,  98.35   ,  5.68
1996.2917  ,  97.02   ,  5.66
1996.3750  ,  97.34   ,  5.70
1996.4583  ,  97.71   ,  5.70
1996.5417  , 103.52   ,  5.66
1996.6250  , 104.29   ,  5.66
1996.7083  , 108.98   ,  5.66
1996.7917  , 106.51   ,  5.69
1996.8750  , 105.34   ,  5.69
1996.9583  , 103.15   ,  5.76
1997.0417  , 104.67   ,  5.76
1997.1250  , 105.58   ,  5.76
1997.2083  , 108.94   ,  5.76
1997.2917  , 109.79   ,  5.76
1997.3750  , 113.51   ,  5.74
1997.4583  , 114.38   ,  5.74
1997.5417  , 112.63   ,  5.74
1997.6250  , 112.83   ,  5.72
1997.7083  , 111.95   ,  5.72
1997.7917  , 115.83   ,  5.73
1997.8750  , 115.06   ,  5.75
1997.9583  , 116.92   ,  5.91
1998.0417  , 115.18   ,  5.87
1998.1250  , 113.01   ,  5.87
1998.2083  , 109.25   ,  5.87
1998.2917  , 106.01   ,  5.94
1998.3750  , 105.19   ,  5.94
1998.4583  , 104.33   ,  5.94
1998.5417  , 103.88   ,  5.94
1998.6250  , 102.73   ,  5.94
1998.7083  , 103.50   ,  5.94
1998.7917  , 101.28   ,  5.94
1998.8750  , 100.35   ,  5.94
1998.9583  ,  99.53   ,  6.10
1999.0417  , 104.54   ,  6.06
1999.1250  , 108.06   ,  6.06
1999.2083  , 113.48   ,  6.09
1999.2917  , 113.04   ,  6.09
1999.3750  , 114.36   ,  6.09
1999.4583  , 112.30   ,  6.09
1999.5417  , 112.86   ,  6.28
1999.6250  , 111.25   ,  6.31
1999.7083  , 110.81   ,  6.31
1999.7917  , 109.55   ,  6.24
1999.8750  , 106.00   ,  6.27
1999.9583  , 105.34   ,  6.54
2000.0417  , 105.19   ,  6.39
2000.1250  , 111.60   ,  6.40
2000.2083  , 115.71   ,  6.39
2000.2917  , 118.62   ,  6.39
2000.3750  , 120.67   ,  6.40
2000.4583  , 118.33   ,  6.40
2000.5417  , 118.13   ,  6.40
2000.6250  , 113.09   ,  6.40
2000.7083  , 112.84   ,  6.42
2000.7917  , 110.33   ,  6.42
2000.8750  , 110.17   ,  6.48
2000.9583  , 109.75   ,  8.85
2001.0417  , 111.88   ,  8.84
2001.1250  , 112.59   ,  8.84
2001.2083  , 116.62   ,  8.85
2001.2917  , 113.81   ,  8.85
2001.3750  , 116.68   ,  8.93
2001.4583  , 115.50   ,  8.93
2001.5417  , 118.94   ,  8.93
2001.6250  , 121.59   ,  8.93
2001.7083  , 121.12   ,  8.94
2001.7917  , 118.71   ,  8.94
2001.8750  , 114.17   ,  9.05
2001.9583  , 110.85   ,  9.05
